100.000000,71
100.000000,85
100.000000,70
100.000000,73
100.000000,63
100.000000,77
100.000000,74
100.000000,79
100.000000,66
100.000000,91
100.000000,74
100.000000,72
100.000000,82
100.000000,82
100.000000,80
100.000000,76
100.000000,68
100.000000,81
100.000000,78
100.000000,77
100.000000,69
100.000000,85
100.000000,79
100.000000,74
100.000000,72
100.000000,81
100.000000,72
100.000000,72
100.000000,79
100.000000,78
100.000000,66
100.000000,79
100.000000,80
100.000000,71
100.000000,75
100.000000,70
100.000000,85
100.000000,80
100.000000,81
100.000000,73
100.000000,81
100.000000,87
100.000000,84
100.000000,73
100.000000,84
100.000000,74
100.000000,80
100.000000,83
100.000000,72
100.000000,72
100.000000,68
100.000000,87
100.000000,76
100.000000,79
100.000000,70
100.000000,81
100.000000,88
100.000000,86
100.000000,89
100.000000,79
100.000000,65
100.000000,71
100.000000,76
100.000000,78
100.000000,79
100.000000,79
100.000000,75
100.000000,79
100.000000,78
100.000000,75
100.000000,88
100.000000,82
100.000000,74
100.000000,66
100.000000,77
100.000000,86
100.000000,76
100.000000,77
100.000000,78
100.000000,75
100.000000,74
100.000000,79
100.000000,78
100.000000,75
100.000000,78
100.000000,72
100.000000,71
100.000000,79
100.000000,76
100.000000,78
100.000000,71
100.000000,76
100.000000,79
100.000000,82
100.000000,68
100.000000,86
100.000000,88
100.000000,75
100.000000,76
100.000000,80
106.000000,59
106.000000,76
106.000000,65
106.000000,66
106.000000,61
106.000000,79
106.000000,69
106.000000,75
106.000000,58
106.000000,86
106.000000,66
106.000000,69
106.000000,80
106.000000,76
106.000000,79
106.000000,71
106.000000,63
106.000000,76
106.000000,72
106.000000,74
106.000000,65
106.000000,81
106.000000,77
106.000000,69
106.000000,68
106.000000,78
106.000000,73
106.000000,74
106.000000,76
106.000000,77
106.000000,64
106.000000,74
106.000000,79
106.000000,64
106.000000,72
106.000000,67
106.000000,80
106.000000,76
106.000000,78
106.000000,73
106.000000,75
106.000000,81
106.000000,80
106.000000,70
106.000000,77
106.000000,69
106.000000,74
106.000000,81
106.000000,70
106.000000,69
106.000000,63
106.000000,81
106.000000,69
106.000000,78
106.000000,67
106.000000,77
106.000000,84
106.000000,79
106.000000,88
106.000000,75
106.000000,59
106.000000,66
106.000000,71
106.000000,73
106.000000,77
106.000000,79
106.000000,70
106.000000,76
106.000000,78
106.000000,69
106.000000,88
106.000000,76
106.000000,71
106.000000,59
106.000000,73
106.000000,79
106.000000,74
106.000000,65
106.000000,73
106.000000,69
106.000000,72
106.000000,70
106.000000,73
106.000000,70
106.000000,72
106.000000,72
106.000000,69
106.000000,75
106.000000,73
106.000000,74
106.000000,69
106.000000,71
106.000000,71
106.000000,82
106.000000,62
106.000000,82
106.000000,83
106.000000,67
106.000000,72
106.000000,76
112.000000,78
112.000000,82
112.000000,87
112.000000,83
112.000000,84
112.000000,84
112.000000,72
112.000000,80
112.000000,92
112.000000,71
112.000000,86
112.000000,93
112.000000,88
112.000000,97
112.000000,75
112.000000,82
112.000000,84
112.000000,97
112.000000,87
112.000000,100
112.000000,79
112.000000,87
112.000000,80
112.000000,94
112.000000,76
112.000000,94
112.000000,83
112.000000,82
112.000000,93
112.000000,93
112.000000,69
112.000000,85
112.000000,80
112.000000,91
112.000000,87
112.000000,85
112.000000,93
112.000000,85
112.000000,78
112.000000,73
112.000000,83
112.000000,90
112.000000,90
112.000000,79
112.000000,90
112.000000,99
112.000000,82
112.000000,79
112.000000,93
112.000000,95
112.000000,88
112.000000,93
112.000000,89
112.000000,81
112.000000,81
112.000000,78
112.000000,73
112.000000,78
112.000000,87
112.000000,73
112.000000,91
112.000000,82
112.000000,91
112.000000,94
112.000000,75
112.000000,75
112.000000,92
112.000000,83
112.000000,80
112.000000,90
112.000000,84
112.000000,96
112.000000,95
112.000000,78
112.000000,82
